Year/Month,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,No. of cos.,Average_PER(times),Average_PBR(times),"Average_Earnings
Per Share(Yen)","Average_Net Assets
Per Share(Yen)","Weighted average_
PER(times)","Weighted average_
PBR(times)","Weighted average_
Earnings(￥)","Weighted average_
Net Assets(￥)"
2024/06,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,13.0,0.5,109.66,2870.55,18.1,0.6,12598000000.0,362457000000.0
2024/06,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,180.0,18.3,1.7,66.62,740.08,26.5,2.6,151966333333.0,1573611000000.0
2024/06,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,165.0,10.9,0.8,159.84,2273.74,11.6,0.9,208958000000.0,2728349000000.0
2024/06,スタンダード市場,Standard,27 小売業,27 Retail Trade,174.0,23.5,1.4,55.07,894.82,27.0,1.8,158840371800.0,2448915670456.0
2024/06,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,57.7,0.4,21.1,3458.05,51.4,1.1,11087390034.0,523286160000.0
2024/06,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,17.0,9.5,0.9,90.68,939.85,9.8,1.0,29662000000.0,278999000000.0
2024/06,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14.0,17.1,1.1,37.1,563.82,10.5,0.9,80563000000.0,975024000000.0
2024/06,スタンダード市場,Standard,32 不動産業,32 Real Estate,67.0,9.5,0.9,114.54,1233.0,10.5,1.0,109638000000.0,1205089846500.0
2024/06,スタンダード市場,Standard,33 サービス業,33 Services,194.0,15.7,1.2,72.04,941.44,17.8,1.4,116845787750.0,1479115358263.0
2024/06,グロース市場,Growth,総合,Composite,574.0,45.4,3.1,27.24,394.43,90.9,3.3,79363638171.0,2212681851083.0
2024/06,グロース市場,Growth,総合（金融業を除く）,Non-Financial,563.0,47.6,3.2,25.63,385.35,112.4,3.4,59621638171.0,1993048851083.0
2024/06,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,72.0,"=""－""",3.0,-13.1,289.74,"=""－""",2.7,-39862000000.0,380691000000.0
2024/06,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,491.0,40.7,3.2,31.31,399.37,57.0,3.5,99483638171.0,1612357851083.0
2024/06,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,3 建設業,3 Construction,6.0,29.4,2.1,41.08,582.55,30.3,2.5,1586000000.0,19364000000.0
2024/06,グロース市場,Growth,4 食料品,4 Foods,4.0,"=""－""",5.3,-76.12,270.33,"=""－""",6.1,-2243000000.0,9273000000.0
2024/06,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,7 化学,7 Chemicals,5.0,599.6,2.4,1.69,420.96,"=""－""",1.8,-295000000.0,21585000000.0
2024/06,グロース市場,Growth,8 医薬品,8 Pharmaceutical,35.0,"=""－""",4.3,-32.39,148.5,"=""－""",3.4,-34714000000.0,155608000000.0
2024/06,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,10 ゴム製品,10 Rubber Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,3.0,24.8,1.4,53.23,967.78,"=""－""",1.3,-313000000.0,11291000000.0
2024/06,グロース市場,Growth,14 金属製品,14 Metal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,15 機械,15 Machinery,4.0,"=""－""",4.0,-11.57,222.86,"=""－""",3.9,-559000000.0,14989000000.0
2024/06,グロース市場,Growth,16 電気機器,16 Electric Appliances,6.0,"=""－""",3.1,-49.66,369.41,"=""－""",3.2,-3207000000.0,22189000000.0
2024/06,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3.0,16.3,2.7,110.0,655.11,15.5,2.6,2144000000.0,12963000000.0
2024/06,グロース市場,Growth,18 精密機器,18 Precision Instruments,5.0,"=""－""",2.7,-21.22,119.6,"=""－""",1.9,-5948000000.0,54467000000.0
2024/06,グロース市場,Growth,19 その他製品,19 Other Products,7.0,16.5,1.9,63.93,557.61,22.8,1.5,5273000000.0,78326000000.0
2024/06,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,2.0,26.9,3.1,47.03,403.12,26.3,2.8,2163973600.0,20351545000.0
2024/06,グロース市場,Growth,21 陸運業,21 Land Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,22 海運業,22 Marine Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,23 空運業,23 Air Transportation,1.0,14.3,1.5,49.68,461.75,14.3,1.5,2997000000.0,27857000000.0
2024/06,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1.0,103.5,1.7,4.75,293.36,103.5,1.7,49000000.0,3024000000.0
2024/06,グロース市場,Growth,25 情報・通信業,25 Information & Communication,239.0,77.0,3.7,16.27,335.16,"=""－""",4.1,-2426208000.0,673974498000.0
2024/06,グロース市場,Growth,26 卸売業,26 Wholesale Trade,9.0,"=""－""",3.0,-14.57,352.76,49.3,3.4,2265000000.0,32717000000.0
2024/06,グロース市場,Growth,27 小売業,27 Retail Trade,33.0,98.2,3.2,12.77,389.69,50.6,3.9,11050784000.0,142684294534.0
2024/06,グロース市場,Growth,28 銀行業,28 Banks,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/06,グロース市場,Growth,29 証券、商品先物取引業,29 Securities & Commodity Futures,3.0,14.7,2.4,222.04,1353.4,25.8,4.0,11396000000.0,73136000000.0
2024/06,グロース市場,Growth,30 保険業,30 Insurance,4.0,25.6,1.4,52.37,959.8,24.5,1.4,7647000000.0,138403000000.0
2024/06,グロース市場,Growth,31 その他金融業,31 Other Financing Business,4.0,22.2,4.7,82.62,387.91,42.3,3.7,699000000.0,8094000000.0
2024/06,グロース市場,Growth,32 不動産業,32 Real Estate,20.0,15.6,2.1,102.76,780.29,16.5,2.1,16917863000.0,130398840549.0
2024/06,グロース市場,Growth,33 サービス業,33 Services,180.0,26.5,2.9,48.59,440.51,27.6,3.2,64880225571.0,561986673000.0
2024/06,－,－,大型株,Large ,99.0,26.2,2.4,293.94,3192.42,18.0,1.6,34398549100000.0,386982023000000.0
2024/06,－,－,中型株,Medium ,394.0,17.7,1.4,200.64,2608.92,16.5,1.2,16203139292710.0,224422038601841.0
2024/06,－,－,小型株,Small ,1640.0,15.7,1.0,128.17,1959.47,16.6,1.1,6206452674620.0,95271320980869.0
2024/07,プライム市場,Prime,総合,Composite,1640.0,17.5,1.3,168.77,2321.81,17.3,1.4,56099993350496.0,695448440950204.0
2024/07,プライム市場,Prime,総合（金融業を除く）,Non-Financial,1524.0,17.9,1.4,167.76,2198.81,17.8,1.5,47990943503496.0,568598212647204.0
2024/07,プライム市場,Prime,　　　　　 製造業,　　　　 Manufacturing ,713.0,19.5,1.3,174.59,2658.24,18.4,1.6,27768375053306.0,328741920365433.0
2024/07,プライム市場,Prime,　　　　 非製造業,　　　　 Non-Manufacturing ,811.0,16.4,1.5,161.76,1794.9,16.9,1.4,20222568450190.0,239856292281771.0
2024/07,プライム市場,Prime,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,11.2,1.0,219.99,2565.78,11.9,1.0,65011000000.0,766068000000.0
2024/07,プライム市場,Prime,2 鉱業,2 Mining,5.0,7.2,0.7,612.75,6122.52,7.8,0.7,453375000000.0,5264430000000.0
2024/07,プライム市場,Prime,3 建設業,3 Construction,75.0,14.6,1.1,180.43,2362.17,14.4,1.2,1485207000000.0,18211731978000.0
2024/07,プライム市場,Prime,4 食料品,4 Foods,68.0,20.2,1.3,152.58,2328.88,20.6,1.7,1701161000000.0,20461693358217.0
2024/07,プライム市場,Prime,5 繊維製品,5 Textiles & Apparels,21.0,22.8,1.0,119.8,2646.89,30.5,0.9,120771909091.0,4093647000000.0
2024/07,プライム市場,Prime,6 パルプ・紙,6 Pulp & Paper,10.0,10.1,0.6,172.08,3068.24,11.5,0.6,142908000000.0,2933226000000.0
2024/07,プライム市場,Prime,7 化学,7 Chemicals,121.0,21.2,1.1,135.97,2518.54,25.5,1.5,2180707000000.0,36252896000000.0
2024/07,プライム市場,Prime,8 医薬品,8 Pharmaceutical,34.0,25.8,1.4,124.18,2247.34,43.8,2.3,1111878000000.0,21581665000000.0
2024/07,プライム市場,Prime,9 石油・石炭製品,9 Oil & Coal Products,6.0,8.5,0.9,255.71,2400.18,7.5,0.7,620601000000.0,6460661000000.0
2024/07,プライム市場,Prime,10 ゴム製品,10 Rubber Products,11.0,11.2,1.0,278.92,3197.41,11.5,1.1,563330000000.0,5909134000000.0
2024/07,プライム市場,Prime,11 ガラス・土石製品,11 Glass & Ceramics Products,23.0,18.4,1.4,263.0,3357.37,16.2,1.0,417771000000.0,6538880093647.0
2024/07,プライム市場,Prime,12 鉄鋼,12 Iron & Steel,22.0,8.6,0.7,336.92,4376.29,6.9,0.6,1128436000000.0,12295843000000.0
2024/07,プライム市場,Prime,13 非鉄金属,13 Nonferrous Metals,21.0,76.5,0.8,35.32,3315.63,16.2,0.8,402670000000.0,7889086000000.0
2024/07,プライム市場,Prime,14 金属製品,14 Metal Products,29.0,17.6,0.8,117.53,2704.35,18.6,1.0,265434000000.0,5047929000000.0
2024/07,プライム市場,Prime,15 機械,15 Machinery,113.0,17.9,1.6,236.74,2713.28,19.6,1.7,2553956000000.0,28765859000000.0
2024/07,プライム市場,Prime,16 電気機器,16 Electric Appliances,130.0,25.3,1.7,165.99,2476.65,25.7,2.2,5874935644215.0,67867943815509.0
2024/07,プライム市場,Prime,17 輸送用機器,17 Transportation Equipment,41.0,14.6,0.8,198.95,3424.7,9.9,1.0,8867944500000.0,87080861098060.0
2024/07,プライム市場,Prime,18 精密機器,18 Precision Instruments,27.0,21.9,1.8,159.93,1924.19,24.5,3.0,775702000000.0,6231845000000.0
2024/07,プライム市場,Prime,19 その他製品,19 Other Products,36.0,16.3,1.3,171.64,2152.41,20.8,2.3,1040169000000.0,9330751000000.0
2024/07,プライム市場,Prime,20 電気・ガス業,20 Electric Power & Gas,21.0,6.7,0.7,268.1,2499.75,5.2,0.7,2254184334000.0,16637446874171.0
2024/07,プライム市場,Prime,21 陸運業,21 Land Transportation,39.0,14.6,1.1,224.38,3047.0,13.2,1.1,1661141000000.0,19694814000000.0
2024/07,プライム市場,Prime,22 海運業,22 Marine Transportation,5.0,7.9,0.8,459.22,4421.53,9.4,0.9,632761000000.0,6969357000000.0
2024/07,プライム市場,Prime,23 空運業,23 Air Transportation,2.0,9.8,1.2,271.46,2171.47,9.8,1.2,252631000000.0,2000972000000.0
2024/07,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,13.0,13.1,1.0,241.93,3200.74,14.4,0.9,111436000000.0,1684816000000.0
2024/07,プライム市場,Prime,25 情報・通信業,25 Information & Communication,181.0,22.2,2.2,118.38,1175.04,23.4,1.6,3825795100000.0,54639489000000.0
2024/07,プライム市場,Prime,26 卸売業,26 Wholesale Trade,124.0,12.7,1.1,228.35,2597.8,12.6,1.4,5135098000000.0,47331056000000.0
2024/07,プライム市場,Prime,27 小売業,27 Retail Trade,134.0,21.4,1.8,144.41,1673.31,26.6,2.2,1880130947710.0,22922173630420.0
2024/07,プライム市場,Prime,28 銀行業,28 Banks,68.0,12.8,0.5,182.1,5107.96,15.0,0.8,4723151847000.0,86472003303000.0
2024/07,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,15.1,1.1,92.55,1292.77,15.9,0.9,490360000000.0,8383904000000.0
2024/07,プライム市場,Prime,30 保険業,30 Insurance,9.0,15.3,1.1,208.0,2774.62,14.3,1.3,1992639000000.0,21300430000000.0
2024/07,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,11.4,1.0,255.33,2995.17,13.3,1.1,902899000000.0,10693891000000.0
2024/07,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,14.1,1.6,181.3,1569.74,14.8,1.3,1330030000000.0,14956544000000.0
2024/07,プライム市場,Prime,33 サービス業,33 Services,156.0,20.7,2.0,94.54,997.36,42.1,1.7,1135768068480.0,28777393799180.0
2024/07,スタンダード市場,Standard,総合,Composite,1598.0,13.2,0.8,112.97,1785.89,16.3,1.1,1744722465917.0,26616220344029.0
2024/07,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1556.0,13.1,0.8,114.52,1794.35,16.4,1.1,1623410075883.0,24838911184029.0
2024/07,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,643.0,12.2,0.7,137.33,2329.67,14.2,0.8,754083863000.0,12938017882697.0
2024/07,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,913.0,14.0,1.0,98.46,1417.34,18.4,1.3,869326212883.0,11900893301332.0
2024/07,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,14.9,1.2,130.69,1636.36,11.0,0.9,4778000000.0,60637000000.0
2024/07,スタンダード市場,Standard,2 鉱業,2 Mining,1.0,8.1,2.5,127.62,415.6,8.1,2.5,7515720000.0,24475720000.0
2024/07,スタンダード市場,Standard,3 建設業,3 Construction,70.0,12.0,0.7,154.1,2519.24,19.7,0.9,59416000000.0,1292149000000.0
2024/07,スタンダード市場,Standard,4 食料品,4 Foods,52.0,17.1,1.2,133.94,1864.82,16.4,1.2,68101000000.0,940651000000.0
2024/07,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,28.0,12.5,0.6,93.09,2111.64,14.5,0.6,20336000000.0,466805000000.0
2024/07,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14.0,8.8,0.6,158.35,2425.48,10.7,0.6,12348000000.0,217680000000.0
2024/07,スタンダード市場,Standard,7 化学,7 Chemicals,82.0,17.4,0.8,117.0,2543.57,16.2,0.9,89936000000.0,1685596011697.0
2024/07,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,8.0,15.0,0.8,69.65,1321.17,13.8,1.5,8299863000.0,77497871000.0
2024/07,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4.0,13.2,0.7,82.09,1513.66,16.9,0.8,3853000000.0,79511000000.0
2024/07,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7.0,8.7,0.6,187.99,2556.45,9.4,0.7,12418000000.0,178433000000.0
2024/07,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,31.0,7.8,0.7,185.52,1996.18,9.7,0.9,56054000000.0,615367000000.0
2024/07,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,20.0,9.2,0.5,185.13,3302.78,10.8,0.5,27677000000.0,546406000000.0
2024/07,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,10.0,15.6,0.7,75.59,1683.06,14.5,0.8,4775000000.0,90089000000.0
2024/07,スタンダード市場,Standard,14 金属製品,14 Metal Products,58.0,11.4,0.5,160.01,3401.1,18.5,0.6,31944000000.0,1050513000000.0
2024/07,スタンダード市場,Standard,15 機械,15 Machinery,105.0,11.4,0.8,153.56,2320.94,16.9,0.9,103780000000.0,2054576000000.0
2024/07,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,101.0,14.4,0.8,118.91,2042.53,15.5,1.0,130882000000.0,2072988000000.0
2024/07,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,44.0,8.8,0.6,199.59,2736.42,9.6,0.6,106763000000.0,1739162000000.0
2024/07,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,17.0,14.0,1.1,73.52,976.37,12.5,1.4,35453000000.0,327313000000.0
2024/07,スタンダード市場,Standard,19 その他製品,19 Other Products,62.0,10.2,0.5,113.88,2190.42,15.3,0.8,41464000000.0,795430000000.0
2024/07,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,4.0,"=""－""",0.3,-47.84,4916.7,72.9,0.4,911000000.0,161291000000.0
2024/07,スタンダード市場,Standard,21 陸運業,21 Land Transportation,21.0,8.7,0.6,238.65,3774.08,10.8,0.6,23812000000.0,405374000000.0
2024/07,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,18.0,0.6,75.84,2471.96,10.2,0.5,8353000000.0,175443000000.0
2024/07,スタンダード市場,Standard,23 空運業,23 Air Transportation,3.0,8.2,3.3,235.31,588.95,7.5,1.3,7852000000.0,47177000000.0
2024/07,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,13.0,0.5,109.89,2870.78,18.2,0.6,12617000000.0,362476000000.0
2024/07,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,180.0,18.6,1.7,66.55,738.29,27.4,2.7,152078333333.0,1572894000000.0
2024/07,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,165.0,10.8,0.8,159.34,2275.25,11.4,0.9,208827000000.0,2729832000000.0
2024/07,スタンダード市場,Standard,27 小売業,27 Retail Trade,173.0,22.9,1.4,56.29,895.18,27.1,1.8,155608371800.0,2382962376569.0
2024/07,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,56.1,0.3,21.1,3458.05,48.8,1.0,11087390034.0,523286160000.0
2024/07,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,17.0,9.2,0.9,91.78,935.84,9.1,1.0,29662000000.0,278999000000.0
2024/07,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/07,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14.0,16.2,1.1,38.24,563.72,10.9,0.9,80563000000.0,975024000000.0
2024/07,スタンダード市場,Standard,32 不動産業,32 Real Estate,67.0,9.4,0.9,114.62,1233.11,10.5,1.0,109710000000.0,1205161846500.0
2024/07,スタンダード市場,Standard,33 サービス業,33 Services,195.0,15.5,1.2,72.36,938.38,17.6,1.4,117847787750.0,1481020358263.0
2024/07,グロース市場,Growth,総合,Composite,582.0,45.1,3.1,26.29,387.88,107.4,3.2,66501737171.0,2213842624083.0
2024/07,グロース市場,Growth,総合（金融業を除く）,Non-Financial,570.0,47.4,3.1,24.77,379.88,142.4,3.3,46909431171.0,1995992144083.0
2024/07,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,73.0,"=""－""",2.8,-12.22,285.3,"=""－""",2.7,-37448659000.0,385020881000.0
2024/07,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,497.0,40.6,3.1,30.2,393.77,66.7,3.5,84358090171.0,1610971263083.0
2024/07,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/07,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/07,グロース市場,Growth,3 建設業,3 Construction,7.0,45.3,2.4,32.49,625.37,39.5,2.6,1512135000.0,22836802000.0
2024/07,グロース市場,Growth,4 食料品,4 Foods,4.0,"=""－""",3.8,-76.11,270.3,"=""－""",4.6,-2243000000.0,9273000000.0
2024/07,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
